"variable","mean","median","sd","mad","q5","q95","rhat","ess_bulk","ess_tail"
"r_new[5,6]",0.008618605447,0.0086493016,0.000256395942148253,0.000303020014919999,0.00818400062,0.00899083103,1.03129860190613,43.4032371737061,58.9391161255238
"r_new[6,6]",0.008595540707,0.00866469745,0.000374418557749888,0.00044003694021,0.007975863635,0.009133281575,1.12290213107342,6.71195538282043,59.4639916395373
"r_new[7,6]",0.008669288597,0.00870528775,0.000300723960805993,0.000274623035820001,0.0081648913,0.00914361482,1.07839979271866,19.1187398701962,13.0721046622061
"r_new[8,6]",0.008671966725,0.00869820415,0.000287993312769581,0.000279002117310001,0.00813545044,0.00908805115,1.01248527787309,21.9122802919333,40.5548566509965
"r_new[9,6]",0.008680491414,0.00871558285,0.000194432420392106,0.00018790123989,0.008369747615,0.008954263145,1.01498594274199,42.5989278798935,47.0827888384964
"r_new[10,6]",0.008596763035,0.0085560444,0.000256636066668368,0.000240656966340001,0.008226847645,0.00902679848,1.06630000330035,33.4770232357245,31.6824001034527
"r_new[11,6]",0.008616105446,0.0085912602,0.000240160991706763,0.00022256153682,0.008248359935,0.009055488205,1.06042556750061,29.1962731217904,42.9711796108348
"r_new[12,6]",0.008595543171,0.00857601745,0.000224711695869172,0.000197195733420001,0.00824096202,0.00901887518,1.12436218763243,26.2691538633582,21.0246288509397
"r_new[13,6]",0.0086272474,0.00863583135,0.000235588515872373,0.00019423342449,0.008248972625,0.00901163578,1.01995020141631,33.1573264733815,52.4502744151649
"r_new[14,6]",0.008707389432,0.00868358805,0.000252671370680868,0.000234410031239999,0.0083168631,0.00915315062,1.17654340700308,6.28674135028482,45.7499253062444
"r_new[15,6]",0.008579626578,0.00863335175,0.000253266757024223,0.00024670352805,0.008061695585,0.00896518262,1.03523387541377,42.6605271001715,21.0246288509397
"r_new[16,6]",0.008753386593,0.00875653925,0.000235889796803603,0.00023565593415,0.00838096676,0.00913466339,1.03688168600627,27.9940943097118,29.535152859485
"r_new[17,6]",0.008602773329,0.0086503076,0.000257895376906997,0.00022803092235,0.00810223859,0.008936334895,1.09947816496147,12.1744363391054,40.5548566509965
"r_new[18,6]",0.008606052902,0.00858526665,0.000277660542246143,0.000309980006489998,0.008168525965,0.00904741268,1.08445181489523,32.7399650762313,47.4879826329663
